id,title,vote_average,vote_count,release_date,revenue,runtime,budget,popularity,genres
438695,Sing 2,7.918,3919,01/12/2021,406000000,110,85000000,83.117,"Animation, Family"
91586,Insidious: Chapter 2,6.674,3917,12/09/2013,161000000,106,5000000,45.444,"Horror, Thriller"
193756,Lone Survivor,7.426,3911,24/12/2013,149295601,121,40000000,52.059,"War, Action, Drama, History"
51828,One Day,7.417,3910,02/03/2011,59389433,107,15000000,22.97,"Drama, Romance"
9800,Philadelphia,7.725,3909,22/12/1993,206678440,126,26000000,17.371,Drama
567609,Ready or Not,7.057,3909,21/08/2019,57615777,95,6000000,26.743,"Comedy, Horror, Thriller"
57165,Wrath of the Titans,5.725,3908,28/03/2012,301970083,99,150000000,39.132,"Fantasy, Adventure"
500664,Upgrade,7.494,3907,31/05/2018,16706680,100,5000000,22.725,"Action, Thriller, Science Fiction"
9659,Mad Max,6.685,3903,12/04/1979,100000000,91,350000,30.001,"Adventure, Action, Thriller, Science Fiction"
425909,Ghostbusters: Afterlife,7.451,3898,11/11/2021,191000000,124,75000000,59.556,"Fantasy, Comedy, Adventure"
132232,Mama,6.248,3896,17/01/2013,146497771,100,15000000,35.435,Horror
321697,Steve Jobs,6.769,3894,09/10/2015,34441873,122,30000000,11.885,"Drama, History"
376659,Bad Moms,6.496,3891,28/07/2016,183936074,100,20000000,17.404,Comedy
9533,Red Dragon,7.015,3888,02/10/2002,209196298,124,78000000,5.289,"Crime, Drama, Thriller"
588,Silent Hill,6.543,3887,21/04/2006,100605135,125,50000000,23.291,"Horror, Mystery"
164,Breakfast at Tiffany's,7.676,3883,06/10/1961,9500000,115,2500000,21.54,"Comedy, Romance, Drama"
1562,28 Weeks Later,6.583,3883,26/04/2007,65048678,100,15000000,40.628,"Horror, Thriller, Science Fiction"
385687,Fast X,7.265,3881,17/05/2023,704709660,142,340000000,1175.267,"Action, Crime, Thriller"
3580,Changeling,7.599,3877,24/10/2008,113398237,141,55000000,20.631,"Crime, Drama, Mystery"
227306,Unbroken,7.44,3876,25/12/2014,163442937,137,65000000,23.38,"Drama, War"
484247,A Simple Favor,6.629,3876,29/08/2018,97644617,117,20000000,15.712,"Crime, Thriller, Mystery, Comedy"
356305,Why Him?,6.376,3874,22/12/2016,118102725,111,38000000,16.914,Comedy
225886,Sex Tape,5.405,3874,17/07/2014,126069509,97,40000000,40.978,Comedy
1578,Raging Bull,8,3872,14/11/1980,23000000,129,18000000,27.108,Drama
227159,Horrible Bosses 2,6.182,3872,12/11/2014,107670357,108,42000000,29.496,Comedy
63311,The Skin I Live In,7.524,3869,17/08/2011,33750478,120,13000000,21.077,"Drama, Horror, Mystery, Thriller"
7451,xXx,5.917,3868,09/08/2002,277448382,124,70000000,32.692,"Action, Adventure, Thriller"
1585,It's a Wonderful Life,8.26,3861,20/12/1946,9644124,130,3180000,26.492,"Drama, Family, Fantasy"
1452,Superman Returns,5.738,3859,28/06/2006,391081192,154,270000000,31.188,"Science Fiction, Action, Adventure"
4327,Charlie's Angels,5.819,3857,02/11/2000,264105545,98,92000000,20.97,"Action, Adventure, Comedy, Crime, Thriller"
631843,Old,6.387,3856,21/07/2021,90146510,108,18000000,39.363,"Thriller, Mystery, Horror"
4347,Atonement,7.652,3851,07/09/2007,131016624,123,30000000,24.878,"Drama, Romance"
279,Amadeus,8.036,3837,19/09/1984,51973029,161,18000000,28.239,"History, Music, Drama"
840,Close Encounters of the Third Kind,7.358,3837,18/11/1977,306889114,135,20000000,24.943,"Science Fiction, Drama"
581,Dances with Wolves,7.846,3835,30/03/1990,424208848,181,22000000,28.076,"Adventure, Drama, Western"
376660,The Edge of Seventeen,7.174,3833,18/11/2016,18803648,105,9000000,20.798,"Comedy, Drama"
27581,The Other Guys,6.294,3831,06/08/2010,170432927,107,100000000,21.508,"Action, Comedy, Crime"
274479,Joy,6.51,3828,24/12/2015,101134059,124,60000000,13.845,"Drama, Comedy"
205775,In the Heart of the Sea,6.7,3828,03/12/2015,93920758,122,100000000,21.081,"Thriller, Drama, Adventure, Action, History"
547016,The Old Guard,7.168,3826,10/07/2020,0,125,70000000,19.808,"Action, Fantasy"
22954,Invictus,7.188,3826,10/12/2009,122426792,134,60000000,18.243,"Drama, History"
8699,Anchorman: The Legend of Ron Burgundy,6.7,3825,28/06/2004,90574188,95,26000000,16.584,Comedy
184315,Hercules,5.758,3824,23/07/2014,244819862,99,100000000,37.902,"Action, Adventure"
136400,2 Guns,6.532,3824,02/08/2013,131940411,109,61000000,26.88,"Action, Comedy, Crime"
397243,The Autopsy of Jane Doe,6.755,3820,21/12/2016,6170043,86,0,26.895,"Horror, Mystery"
270946,Penguins of Madagascar,6.52,3818,22/11/2014,373552094,92,132000000,47.594,"Family, Animation, Adventure, Comedy"
205584,Gods of Egypt,5.629,3817,25/02/2016,150680864,127,140000000,32.95,"Action, Adventure, Fantasy"
5503,The Fugitive,7.461,3817,06/08/1993,368875760,131,44000000,21.068,"Action, Thriller, Drama"
338953,Fantastic Beasts: The Secrets of Dumbledore,6.721,3816,06/04/2022,406950844,142,200000000,73.975,"Fantasy, Adventure, Family"
525,The Blues Brothers,7.737,3816,16/06/1980,115229890,133,27000000,22.134,"Music, Comedy, Action, Crime"
1903,Vanilla Sky,6.808,3803,10/12/2001,203388341,136,68000000,25.481,"Mystery, Science Fiction, Romance, Fantasy, Thriller, Drama"
696806,The Adam Project,7.052,3799,11/03/2022,0,106,116000000,39.813,"Adventure, Science Fiction"
9016,Treasure Planet,7.526,3798,26/11/2002,109578115,95,140000000,31.427,"Adventure, Animation, Family, Fantasy, Science Fiction"
82682,Gangster Squad,6.358,3798,09/01/2013,105200903,113,60000000,17.991,"Crime, Drama, Action, Thriller"
1885,The Karate Kid,7.181,3798,22/06/1984,130442786,126,8000000,33.435,"Action, Family, Drama"
134,"O Brother, Where Art Thou?",7.321,3794,30/08/2000,71870729,107,26000000,23.423,"Adventure, Comedy, Crime"
72570,The Vow,7.234,3794,05/02/2012,196114570,104,30000000,47.267,"Drama, Romance"
9820,The Parent Trap,7.163,3792,28/07/1998,92108518,128,15000000,41.954,"Comedy, Family"
7737,Resident Evil: Extinction,6.286,3792,20/09/2007,148412065,94,45000000,10.493,"Horror, Action, Science Fiction"
87421,Riddick,6.3,3788,02/09/2013,98337295,119,38000000,29.516,"Science Fiction, Action, Thriller"
8273,American Wedding,6.2,3788,01/08/2003,231449203,103,55000000,35.612,"Comedy, Romance"
10229,A Walk to Remember,7.74,3787,25/01/2002,47494916,101,11800000,27.659,"Drama, Romance"
6947,The Village,6.438,3786,30/07/2004,256697520,108,60000000,19.157,"Drama, Mystery, Thriller"
188161,A Million Ways to Die in the West,6.008,3784,22/05/2014,86410000,116,40000000,41.822,"Comedy, Western"
12429,Ponyo,7.741,3783,19/07/2008,202404009,100,41677699,41.561,"Animation, Fantasy, Family"
9273,Ace Ventura: When Nature Calls,6.3,3781,10/11/1995,212385533,90,30000000,26.697,"Crime, Comedy, Adventure"
52520,Underworld: Awakening,6.298,3777,19/01/2012,160112671,88,70000000,33.031,"Fantasy, Action, Horror"
116,Match Point,7.348,3773,26/10/2005,85306374,124,15000000,18.796,"Drama, Thriller, Crime, Romance"
1495,Kingdom of Heaven,6.908,3772,03/05/2005,218122627,144,130000000,51.552,"Drama, Action, Adventure, History, War"
391,A Fistful of Dollars,7.848,3769,12/09/1964,14500000,99,200000,29.315,Western
872585,Oppenheimer,8.256,3766,19/07/2023,933700000,181,100000000,463.384,"Drama, History"
72710,The Host,6.29,3765,22/03/2013,63327201,125,44000000,23.075,"Action, Adventure, Science Fiction"
1701,Con Air,6.727,3763,05/06/1997,224012234,116,75000000,39.251,"Action, Thriller, Crime"
460019,Truth or Dare,5.963,3763,12/04/2018,95330493,101,3500000,27.576,"Thriller, Horror"
146216,RED 2,6.525,3748,18/07/2013,148100000,116,84000000,27.752,"Action, Comedy, Crime, Thriller"
